what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1309482962996
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1309482962996
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1309482962996
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1309482962996
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1309482962996
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1309482962996
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1309482962996
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1309482962996
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1309482962996
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1309482962996
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1309482962996
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1309482962996
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1309482962996
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1309482962996
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1309482962996
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1309482962996
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1309482962996
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1309482962996
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1309482962996
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1309482962996
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1309482962996
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1309482962996
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1309482962996
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1309482962996
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1309482962996
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1309482962996
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1309482962996
started,bundle,org.eclipse.wb.discovery.core,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.core",1309482962996
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1309482962996
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1309482962996
started,bundle,org.tigris.subversion.subclipse.core,1.6.18,"org.tigris.subversion.subclipse.core",1309482962996
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1309482962996
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1309482962996
os,sysinfo,,,"win32",1309482963011
arch,sysinfo,,,"x86_64",1309482963011
ws,sysinfo,,,"win32",1309482963011
locale,sysinfo,,,"en_US",1309482963011
processors,sysinfo,,,"2",1309482963011
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1309482963011
java.runtime.version,sysinfo,,,"1.6.0_26-b03",1309482963011
java.specification.name,sysinfo,,,"Java Platform API Specification",1309482963011
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1309482963011
java.specification.version,sysinfo,,,"1.6",1309482963011
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1309482963011
java.version,sysinfo,,,"1.6.0_26",1309482963011
java.vm.info,sysinfo,,,"mixed mode",1309482963011
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1309482963011
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1309482963011
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1309482963011
java.vm.specification.version,sysinfo,,,"1.0",1309482963011
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1309482963011
java.vm.version,sysinfo,,,"20.1-b02",1309482963011
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309482963043
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1309482963089
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309482988720
started,bundle,com.collabnet.subversion.merge,2.2.4,"com.collabnet.subversion.merge",1309482989079
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1309482989095
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1309482989126
started,bundle,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui",1309482989126
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309482993182
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1309482997955
